;Booking_ID;number of adults;number of children;number of weekend nights;number of week nights;type of meal;car parking space;room type;lead time;market segment type;repeated;P-C;P-not-C;average price;special requests;booking status;date;day;month;year
20061;INN20062;2;0;2;1;Meal Plan 1;0;Room_Type 1;116;Offline;0;0;0;87.0;0;0;2018-02-28;28;2;2018
20062;INN20063;2;0;2;2;Meal Plan 1;0;Room_Type 1;134;Offline;0;0;0;65.0;0;0;2017-12-04;4;12;2017
20063;INN20064;2;0;1;0;Meal Plan 1;0;Room_Type 1;13;Offline;0;0;0;85.0;1;0;2018-03-20;20;3;2018
20064;INN20065;2;0;1;2;Meal Plan 1;0;Room_Type 4;57;Offline;0;0;0;90.95;0;0;2018-09-16;16;9;2018
20065;INN20066;2;0;1;1;Not Selected;0;Room_Type 1;58;Online;0;0;0;116.1;0;1;2018-06-18;18;6;2018
20066;INN20067;3;0;2;4;Meal Plan 1;0;Room_Type 4;115;Online;0;0;0;151.2;0;1;2018-10-15;15;10;2018
20067;INN20068;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;Offline;0;0;0;101.5;0;0;2017-08-14;14;8;2017
20068;INN20069;1;0;2;3;Meal Plan 1;0;Room_Type 1;269;Offline;0;0;0;70.0;0;0;2018-12-29;29;12;2018
20069;INN20070;2;2;0;2;Meal Plan 1;0;Room_Type 6;33;Online;0;0;0;216.0;0;1;2018-10-05;5;10;2018
20070;INN20071;2;0;1;1;Not Selected;0;Room_Type 1;29;Offline;0;0;0;85.0;0;1;2018-09-17;17;9;2018
20071;INN20072;2;0;1;3;Not Selected;0;Room_Type 1;16;Online;0;0;0;91.8;0;0;2018-12-29;29;12;2018
20072;INN20073;2;0;2;2;Meal Plan 1;0;Room_Type 1;153;Offline;0;0;0;81.0;0;0;2018-10-16;16;10;2018
20073;INN20074;2;0;0;1;Not Selected;0;Room_Type 1;0;Online;0;0;0;119.0;0;0;2018-06-01;1;6;2018
20074;INN20075;2;0;0;1;Meal Plan 1;0;Room_Type 1;181;Online;0;0;0;105.3;1;1;2018-08-20;20;8;2018
20075;INN20076;1;0;1;3;Meal Plan 1;0;Room_Type 1;255;Online;0;0;0;94.35;0;1;2018-09-05;5;9;2018
20076;INN20077;2;0;0;1;Meal Plan 1;0;Room_Type 4;85;Online;0;0;0;140.4;0;1;2018-06-02;2;6;2018
20077;INN20078;1;0;2;2;Meal Plan 1;0;Room_Type 1;204;Offline;0;0;0;61.38;0;0;2017-10-09;9;10;2017
20078;INN20079;2;0;0;2;Meal Plan 1;0;Room_Type 1;57;Online;0;0;0;93.6;1;1;2018-11-18;18;11;2018
20079;INN20080;2;0;2;4;Meal Plan 1;0;Room_Type 1;139;Offline;0;0;0;68.0;0;1;2018-11-16;16;11;2018
20080;INN20081;1;0;0;2;Meal Plan 1;0;Room_Type 1;7;Online;0;0;0;95.0;0;0;2018-03-29;29;3;2018
20081;INN20082;2;0;2;2;Meal Plan 1;0;Room_Type 1;81;Online;0;0;0;88.83;1;1;2018-03-25;25;3;2018
20082;INN20083;2;2;1;5;Meal Plan 1;0;Room_Type 6;14;Online;0;0;0;166.0;3;0;2017-09-07;7;9;2017
20083;INN20084;2;0;0;1;Not Selected;0;Room_Type 1;198;Online;0;0;0;116.1;3;0;2018-09-15;15;9;2018
20084;INN20085;2;2;2;1;Meal Plan 1;0;Room_Type 6;9;Online;0;0;0;177.0;2;0;2017-09-12;12;9;2017
20085;INN20086;2;0;2;2;Meal Plan 1;0;Room_Type 1;64;Online;0;0;0;73.95;0;1;2018-02-12;12;2;2018
20086;INN20087;1;0;0;2;Meal Plan 1;0;Room_Type 1;37;Offline;0;0;0;90.0;0;0;2018-09-08;8;9;2018
20087;INN20088;2;0;2;3;Meal Plan 1;0;Room_Type 1;29;Online;0;0;0;131.72;2;0;2018-07-16;16;7;2018
20088;INN20089;1;0;2;5;Meal Plan 1;0;Room_Type 1;8;Corporate;1;3;27;65.0;1;0;2018-03-30;30;3;2018
20089;INN20090;2;0;1;2;Meal Plan 1;0;Room_Type 1;132;Offline;0;0;0;70.0;1;0;2018-03-28;28;3;2018
20090;INN20091;2;0;1;2;Meal Plan 1;0;Room_Type 1;3;Online;0;0;0;130.33;2;0;2017-09-07;7;9;2017
20091;INN20092;2;0;2;2;Meal Plan 1;0;Room_Type 1;33;Offline;0;0;0;55.0;0;0;2017-12-26;26;12;2017
20092;INN20093;2;0;0;3;Meal Plan 1;0;Room_Type 4;56;Offline;0;0;0;60.0;1;0;2017-11-19;19;11;2017
20093;INN20094;2;0;2;1;Meal Plan 1;0;Room_Type 1;104;Offline;0;0;0;80.75;0;0;2018-09-18;18;9;2018
20094;INN20095;3;0;0;3;Meal Plan 1;0;Room_Type 4;94;Online;0;0;0;137.7;0;1;2018-07-14;14;7;2018
20095;INN20096;1;0;0;1;Meal Plan 2;0;Room_Type 1;48;Offline;0;0;0;80.0;0;0;2017-09-11;11;9;2017
20096;INN20097;2;0;1;1;Meal Plan 1;0;Room_Type 4;10;Online;0;0;0;126.0;1;0;2018-05-09;9;5;2018
20097;INN20098;2;0;1;4;Meal Plan 2;0;Room_Type 4;42;Online;0;0;0;129.2;1;1;2018-11-14;14;11;2018
20098;INN20099;2;0;1;2;Meal Plan 1;0;Room_Type 1;8;Online;0;0;0;116.33;0;1;2018-04-08;8;4;2018
20099;INN20100;2;0;1;1;Meal Plan 1;0;Room_Type 1;137;Online;0;0;0;101.53;2;0;2018-06-13;13;6;2018
20100;INN20101;3;0;2;2;Meal Plan 1;0;Room_Type 4;69;Online;0;0;0;139.5;3;0;2018-07-16;16;7;2018
20101;INN20102;2;0;2;3;Meal Plan 1;0;Room_Type 1;192;Offline;0;0;0;102.0;0;1;2017-09-25;25;9;2017
20102;INN20103;2;1;1;4;Meal Plan 1;0;Room_Type 1;3;Online;0;0;0;94.35;2;0;2018-11-14;14;11;2018
20103;INN20104;2;0;2;1;Meal Plan 1;0;Room_Type 1;41;Offline;0;0;0;76.5;0;0;2018-07-03;3;7;2018
20104;INN20105;1;0;0;2;Meal Plan 1;0;Room_Type 1;58;Offline;0;0;0;81.0;0;0;2018-01-27;27;1;2018
20105;INN20106;2;0;1;3;Meal Plan 1;0;Room_Type 6;25;Online;0;0;0;158.0;0;1;2018-05-19;19;5;2018
20106;INN20107;2;0;1;3;Meal Plan 1;0;Room_Type 1;32;Online;0;0;0;109.8;0;1;2018-04-14;14;4;2018
20107;INN20108;2;0;0;5;Not Selected;0;Room_Type 1;6;Online;0;0;0;88.92;0;0;2018-03-22;22;3;2018
20108;INN20109;1;0;1;1;Meal Plan 1;0;Room_Type 1;152;Online;0;0;0;109.0;1;1;2018-07-11;11;7;2018
20109;INN20110;2;0;2;2;Meal Plan 1;0;Room_Type 1;134;Offline;0;0;0;65.0;0;0;2017-12-04;4;12;2017
20110;INN20111;2;0;2;2;Meal Plan 1;0;Room_Type 1;85;Online;0;0;0;126.9;1;0;2018-08-13;13;8;2018
20111;INN20112;2;0;1;2;Meal Plan 1;0;Room_Type 1;233;Offline;0;0;0;90.0;0;1;2018-10-14;14;10;2018
20112;INN20113;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;Offline;0;0;0;75.0;0;1;2018-06-17;17;6;2018
20113;INN20114;2;0;0;2;Meal Plan 1;0;Room_Type 1;48;Online;0;0;0;97.2;2;0;2018-11-04;4;11;2018
20114;INN20115;2;0;2;3;Meal Plan 1;0;Room_Type 4;41;Offline;0;0;0;60.0;1;0;2017-11-08;8;11;2017
20115;INN20116;2;0;2;1;Not Selected;0;Room_Type 1;216;Online;0;0;0;67.5;0;1;2018-12-04;4;12;2018
20116;INN20117;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;Offline;0;0;0;110.0;0;1;2018-11-01;1;11;2018
20117;INN20118;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;Online;0;0;0;71.84;1;0;2018-02-24;24;2;2018
20118;INN20119;2;0;1;2;Meal Plan 1;0;Room_Type 1;229;Online;0;0;0;96.3;1;0;2018-08-05;5;8;2018
20119;INN20120;2;0;2;0;Meal Plan 1;0;Room_Type 1;6;Offline;0;0;0;104.0;0;0;2018-10-09;9;10;2018
20120;INN20121;2;0;0;2;Meal Plan 1;0;Room_Type 1;16;Online;0;0;0;160.0;1;0;2018-07-14;14;7;2018
20121;INN20122;2;0;2;4;Not Selected;0;Room_Type 1;207;Online;0;0;0;80.75;0;1;2018-07-28;28;7;2018
20122;INN20123;2;0;1;2;Meal Plan 1;0;Room_Type 4;53;Online;0;0;0;119.1;1;1;2018-04-25;25;4;2018
20123;INN20124;2;0;0;1;Meal Plan 2;0;Room_Type 1;55;Offline;0;0;0;104.0;0;0;2018-04-06;6;4;2018
20124;INN20125;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;Offline;0;0;0;110.0;0;1;2018-11-01;1;11;2018
20125;INN20126;2;0;0;3;Meal Plan 1;1;Room_Type 1;68;Online;0;0;0;135.9;1;0;2018-05-10;10;5;2018
20126;INN20127;2;0;0;1;Meal Plan 1;0;Room_Type 1;103;Online;0;0;0;93.6;2;1;2018-12-07;7;12;2018
20127;INN20128;2;0;2;1;Not Selected;0;Room_Type 1;19;Online;0;0;0;113.0;2;0;2018-08-28;28;8;2018
20128;INN20129;2;0;2;2;Not Selected;0;Room_Type 1;52;Offline;0;0;0;76.5;0;0;2018-10-23;23;10;2018
20129;INN20130;2;0;5;12;Meal Plan 1;0;Room_Type 1;77;Online;0;0;0;76.5;0;1;2017-08-03;3;8;2017
20130;INN20131;2;0;1;2;Meal Plan 1;0;Room_Type 1;338;Offline;0;0;0;90.67;1;0;2018-10-07;7;10;2018
20131;INN20132;2;0;2;2;Meal Plan 1;0;Room_Type 1;231;Online;0;0;0;90.95;1;0;2018-08-21;21;8;2018
20132;INN20133;2;0;0;1;Meal Plan 1;1;Room_Type 1;1;Online;0;0;0;98.3;1;0;2018-01-15;15;1;2018
20133;INN20134;2;0;0;2;Meal Plan 2;0;Room_Type 1;63;Offline;0;0;0;56.0;0;0;2017-09-04;4;9;2017
20134;INN20135;2;0;0;3;Meal Plan 1;0;Room_Type 1;31;Online;0;0;0;96.3;1;0;2017-11-26;26;11;2017
20135;INN20136;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;Offline;0;0;0;105.0;0;0;2018-10-13;13;10;2018
20136;INN20137;2;1;0;1;Meal Plan 1;0;Room_Type 1;99;Online;0;0;0;130.5;0;1;2018-07-21;21;7;2018
20137;INN20138;1;0;1;2;Meal Plan 1;0;Room_Type 1;63;Corporate;0;0;0;130.0;0;0;2018-05-16;16;5;2018
20138;INN20139;2;0;0;3;Meal Plan 1;0;Room_Type 4;67;Online;0;0;0;140.4;1;0;2018-05-31;31;5;2018
20139;INN20140;2;0;1;2;Meal Plan 1;0;Room_Type 1;49;Online;0;0;0;94.5;1;1;2017-09-18;18;9;2017
20140;INN20141;2;0;2;2;Meal Plan 1;0;Room_Type 4;55;Online;0;0;0;126.9;1;0;2018-06-18;18;6;2018
20141;INN20142;1;0;2;3;Meal Plan 1;0;Room_Type 1;269;Offline;0;0;0;70.0;0;0;2018-12-29;29;12;2018
20142;INN20143;1;0;0;1;Meal Plan 1;0;Room_Type 1;2;Complementary;0;0;0;0.0;0;0;2018-01-27;27;1;2018
20143;INN20144;2;0;0;2;Meal Plan 1;0;Room_Type 1;17;Online;0;0;0;138.0;2;0;2018-12-30;30;12;2018
20144;INN20145;1;0;0;1;Not Selected;0;Room_Type 1;2;Offline;0;0;0;92.0;0;0;2018-03-16;16;3;2018
20145;INN20146;2;0;0;4;Meal Plan 1;0;Room_Type 1;29;Offline;0;0;0;70.0;0;0;2018-11-02;2;11;2018
20146;INN20147;2;0;2;0;Not Selected;0;Room_Type 1;32;Online;0;0;0;112.59;0;1;2018-07-03;3;7;2018
20147;INN20148;2;0;2;7;Meal Plan 1;0;Room_Type 1;35;Online;0;0;0;68.07;1;0;2018-12-09;9;12;2018
20148;INN20149;2;0;0;4;Not Selected;0;Room_Type 1;18;Online;0;0;0;79.0;1;1;2018-02-24;24;2;2018
20149;INN20150;1;0;1;0;Meal Plan 1;0;Room_Type 1;12;Offline;0;0;0;85.0;1;0;2018-09-11;11;9;2018
20150;INN20151;2;0;1;2;Meal Plan 1;0;Room_Type 1;29;Online;0;0;0;104.0;0;0;2018-12-23;23;12;2018
20151;INN20152;2;0;2;3;Meal Plan 1;0;Room_Type 1;192;Offline;0;0;0;102.0;0;1;2017-09-25;25;9;2017
20152;INN20153;2;0;0;2;Meal Plan 1;0;Room_Type 4;32;Online;0;0;0;149.4;2;0;2018-09-15;15;9;2018
20153;INN20154;2;0;1;1;Meal Plan 1;0;Room_Type 1;61;Online;0;0;0;105.3;0;1;2018-07-23;23;7;2018
20154;INN20155;2;0;0;2;Meal Plan 1;0;Room_Type 4;1;Online;0;0;0;176.0;1;0;2018-05-26;26;5;2018
20155;INN20156;3;0;2;2;Meal Plan 1;0;Room_Type 1;26;Online;0;0;0;172.0;2;0;2018-03-26;26;3;2018
20156;INN20157;2;0;2;4;Not Selected;0;Room_Type 1;74;Online;0;0;0;74.8;2;1;2018-11-19;19;11;2018
20157;INN20158;2;0;2;1;Meal Plan 1;0;Room_Type 1;110;Offline;0;0;0;58.0;0;0;2018-03-20;20;3;2018
20158;INN20159;2;0;2;0;Meal Plan 1;0;Room_Type 1;129;Online;0;0;0;105.3;2;0;2018-05-22;22;5;2018
20159;INN20160;2;0;2;2;Meal Plan 1;0;Room_Type 4;52;Online;0;0;0;122.4;1;0;2018-10-01;1;10;2018
20160;INN20161;1;0;0;3;Meal Plan 1;0;Room_Type 1;151;Offline;0;0;0;71.0;0;0;2018-01-19;19;1;2018
20161;INN20162;2;0;2;2;Meal Plan 1;0;Room_Type 1;15;Offline;0;0;0;58.0;0;0;2017-12-19;19;12;2017
20162;INN20163;2;2;2;1;Meal Plan 1;0;Room_Type 6;107;Online;0;0;0;156.6;1;1;2018-12-03;3;12;2018
20163;INN20164;2;0;0;2;Meal Plan 2;0;Room_Type 4;80;Offline;0;0;0;136.0;0;0;2017-10-09;9;10;2017
20164;INN20165;2;2;0;1;Meal Plan 1;0;Room_Type 6;1;Online;0;0;0;202.0;0;0;2018-12-10;10;12;2018
20165;INN20166;3;0;0;2;Meal Plan 1;0;Room_Type 4;60;Online;0;0;0;145.8;0;1;2018-06-08;8;6;2018
20166;INN20167;2;0;0;2;Meal Plan 1;1;Room_Type 1;146;Online;0;0;0;115.2;0;0;2018-06-03;3;6;2018
20167;INN20168;2;0;1;0;Meal Plan 1;0;Room_Type 1;123;Online;0;0;0;76.5;1;1;2017-07-13;13;7;2017
20168;INN20169;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;Offline;0;0;0;101.5;0;1;2017-10-16;16;10;2017
20169;INN20170;2;0;1;2;Not Selected;0;Room_Type 1;4;Online;0;0;0;94.36;1;0;2018-06-17;17;6;2018
20170;INN20171;2;2;2;3;Meal Plan 1;0;Room_Type 6;15;Online;0;0;0;195.4;0;1;2018-03-17;17;3;2018
20171;INN20172;2;1;0;3;Meal Plan 1;0;Room_Type 1;184;Online;0;0;0;125.1;0;1;2018-10-04;4;10;2018
20172;INN20173;2;0;0;2;Meal Plan 1;0;Room_Type 1;322;Offline;0;0;0;52.0;0;0;2018-12-09;9;12;2018
20173;INN20174;3;0;2;2;Meal Plan 1;0;Room_Type 1;169;Online;0;0;0;0.0;1;0;2018-07-09;9;7;2018
20174;INN20175;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;Offline;0;0;0;101.5;0;1;2017-10-16;16;10;2017
20175;INN20176;1;0;0;1;Meal Plan 2;0;Room_Type 1;221;Offline;0;0;0;73.0;0;0;2018-08-12;12;8;2018
20176;INN20177;2;0;0;2;Meal Plan 1;0;Room_Type 1;177;Offline;0;0;0;100.0;0;1;2018-06-03;3;6;2018
20177;INN20178;2;0;1;1;Meal Plan 2;0;Room_Type 1;247;Offline;0;0;0;115.0;1;1;2018-06-06;6;6;2018
20178;INN20179;2;0;0;3;Meal Plan 1;0;Room_Type 1;85;Online;0;0;0;119.7;0;1;2018-08-03;3;8;2018
20179;INN20180;2;0;0;4;Meal Plan 1;0;Room_Type 1;151;Online;0;0;0;90.9;1;0;2018-10-25;25;10;2018
20180;INN20181;2;0;2;0;Meal Plan 1;0;Room_Type 1;61;Offline;0;0;0;91.0;0;0;2017-10-04;4;10;2017
20181;INN20182;1;0;1;1;Meal Plan 2;0;Room_Type 1;247;Offline;0;0;0;93.0;0;0;2018-06-06;6;6;2018
20182;INN20183;1;0;2;2;Meal Plan 1;0;Room_Type 1;2;Offline;0;0;0;61.38;0;0;2018-04-17;17;4;2018
20183;INN20184;2;0;0;1;Not Selected;0;Room_Type 1;15;Online;0;0;0;89.0;0;1;2018-07-20;20;7;2018
20184;INN20185;2;0;1;2;Meal Plan 1;0;Room_Type 1;114;Online;0;0;0;135.9;2;0;2018-09-23;23;9;2018
20185;INN20186;2;0;1;4;Meal Plan 1;0;Room_Type 1;58;Offline;0;0;0;60.0;0;0;2018-02-03;3;2;2018
20186;INN20187;2;0;2;4;Not Selected;0;Room_Type 1;131;Online;0;0;0;85.27;1;1;2018-11-13;13;11;2018
20187;INN20188;2;0;0;1;Not Selected;0;Room_Type 1;1;Online;0;0;0;149.0;0;0;2018-09-14;14;9;2018
20188;INN20189;3;0;1;0;Meal Plan 1;0;Room_Type 1;28;Online;0;0;0;167.0;0;1;2018-03-27;27;3;2018
20189;INN20190;3;0;2;4;Meal Plan 1;0;Room_Type 4;202;Online;0;0;0;127.22;2;1;2018-08-24;24;8;2018
20190;INN20191;2;0;0;2;Not Selected;0;Room_Type 2;99;Online;0;0;0;85.5;1;1;2018-04-08;8;4;2018
20191;INN20192;3;0;0;1;Meal Plan 1;0;Room_Type 4;48;Online;0;0;0;168.3;1;1;2018-08-26;26;8;2018
20192;INN20193;1;0;0;1;Meal Plan 1;0;Room_Type 1;6;Corporate;1;2;5;65.0;0;0;2018-05-18;18;5;2018
20193;INN20194;2;0;2;3;Not Selected;0;Room_Type 1;56;Online;0;0;0;74.8;1;0;2018-11-12;12;11;2018
20194;INN20195;2;0;1;2;Meal Plan 1;0;Room_Type 6;30;Online;0;0;0;198.9;2;0;2018-05-06;6;5;2018
20195;INN20196;2;0;1;1;Meal Plan 2;0;Room_Type 1;7;Offline;0;0;0;112.0;0;0;2018-05-21;21;5;2018
20196;INN20197;1;0;0;1;Meal Plan 1;0;Room_Type 1;47;Online;0;0;0;99.9;0;1;2018-04-12;12;4;2018
20197;INN20198;2;0;2;5;Meal Plan 1;0;Room_Type 4;92;Offline;0;0;0;52.0;0;0;2018-03-05;5;3;2018
20198;INN20199;0;2;2;2;Meal Plan 1;0;Room_Type 2;62;Online;0;0;0;96.23;0;1;2018-09-04;4;9;2018
20199;INN20200;1;0;0;1;Not Selected;0;Room_Type 1;10;Online;0;0;0;98.1;0;0;2018-04-14;14;4;2018
20200;INN20201;2;0;0;1;Meal Plan 1;0;Room_Type 1;57;Online;0;0;0;105.3;1;0;2018-07-12;12;7;2018
20201;INN20202;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;Offline;0;0;0;75.0;0;1;2018-06-17;17;6;2018
20202;INN20203;3;0;1;2;Meal Plan 1;0;Room_Type 1;126;Online;0;0;0;100.73;1;0;2018-07-25;25;7;2018
20203;INN20204;2;0;1;2;Meal Plan 1;0;Room_Type 1;418;Offline;0;0;0;75.0;0;1;2018-09-26;26;9;2018
20204;INN20205;2;0;2;1;Not Selected;0;Room_Type 1;0;Online;0;0;0;91.67;0;0;2017-12-27;27;12;2017
20205;INN20206;2;0;1;0;Meal Plan 1;0;Room_Type 1;5;Corporate;0;0;0;84.0;0;0;2018-09-26;26;9;2018
20206;INN20207;2;0;0;3;Meal Plan 1;0;Room_Type 1;86;Online;0;0;0;81.86;1;0;2017-12-30;30;12;2017
20207;INN20208;2;0;2;2;Meal Plan 1;0;Room_Type 1;5;Online;0;0;0;123.5;0;0;2018-04-24;24;4;2018
20208;INN20209;1;0;2;1;Meal Plan 1;0;Room_Type 1;40;Corporate;1;0;1;67.0;0;0;2018-03-13;13;3;2018
20209;INN20210;2;0;0;3;Meal Plan 1;0;Room_Type 4;4;Online;0;0;0;162.67;1;0;2018-03-24;24;3;2018
20210;INN20211;2;0;0;2;Meal Plan 2;0;Room_Type 1;56;Offline;0;0;0;82.0;0;0;2017-09-17;17;9;2017
20211;INN20212;2;0;1;2;Meal Plan 1;0;Room_Type 1;181;Online;0;0;0;118.0;2;1;2018-05-23;23;5;2018
20212;INN20213;2;0;1;0;Not Selected;0;Room_Type 1;65;Online;0;0;0;72.09;1;1;2018-10-30;30;10;2018
20213;INN20214;2;1;1;2;Meal Plan 1;0;Room_Type 1;9;Offline;0;0;0;95.0;1;0;2018-06-17;17;6;2018
20214;INN20215;1;0;1;3;Meal Plan 1;0;Room_Type 1;118;Offline;0;0;0;110.0;0;0;2018-06-06;6;6;2018
20215;INN20216;2;0;1;2;Meal Plan 1;0;Room_Type 1;309;Offline;0;0;0;65.0;0;0;2018-05-13;13;5;2018
20216;INN20217;2;0;1;2;Meal Plan 1;0;Room_Type 1;280;Offline;0;0;0;110.0;0;1;2018-09-19;19;9;2018
20217;INN20218;2;0;0;4;Meal Plan 1;0;Room_Type 1;118;Online;0;0;0;58.9;1;1;2017-08-26;26;8;2017
20218;INN20219;2;0;0;1;Not Selected;0;Room_Type 4;15;Online;0;0;0;115.0;2;0;2017-09-16;16;9;2017
20219;INN20220;2;0;0;2;Meal Plan 1;0;Room_Type 1;30;Offline;0;0;0;140.0;0;0;2018-06-02;2;6;2018
20220;INN20221;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;Corporate;0;0;0;40.0;0;0;2018-03-09;9;3;2018
20221;INN20222;2;0;2;1;Meal Plan 2;0;Room_Type 1;103;Offline;0;0;0;94.5;0;1;2017-07-18;18;7;2017
20222;INN20223;2;0;0;2;Meal Plan 1;0;Room_Type 1;99;Online;0;0;0;96.3;1;1;2018-04-13;13;4;2018
20223;INN20224;3;0;2;4;Meal Plan 1;0;Room_Type 4;144;Online;0;0;0;140.7;0;1;2018-08-17;17;8;2018
20224;INN20225;2;1;1;3;Meal Plan 1;0;Room_Type 1;83;Online;0;0;0;135.9;1;0;2018-08-01;1;8;2018
20225;INN20226;2;0;0;3;Meal Plan 1;0;Room_Type 4;64;Online;0;0;0;87.3;1;0;2018-03-10;10;3;2018
20226;INN20227;2;0;2;1;Meal Plan 1;0;Room_Type 1;27;Offline;0;0;0;95.0;0;0;2018-06-19;19;6;2018
20227;INN20228;2;0;2;3;Meal Plan 1;0;Room_Type 1;81;Offline;0;0;0;80.75;0;0;2018-10-16;16;10;2018
20228;INN20229;2;0;2;3;Meal Plan 1;0;Room_Type 1;303;Offline;0;0;0;78.0;0;1;2018-08-19;19;8;2018
20229;INN20230;2;0;1;2;Meal Plan 1;0;Room_Type 1;49;Online;0;0;0;78.3;0;1;2018-03-04;4;3;2018
20230;INN20231;1;0;1;0;Meal Plan 1;0;Room_Type 1;0;Corporate;1;0;11;65.0;1;0;2018-11-21;21;11;2018
20231;INN20232;2;0;0;2;Not Selected;0;Room_Type 1;51;Online;0;0;0;125.1;1;0;2018-09-09;9;9;2018
20232;INN20233;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;Online;0;0;0;200.0;0;0;2017-09-18;18;9;2017
20233;INN20234;2;1;1;2;Meal Plan 1;0;Room_Type 1;65;Online;0;0;0;103.5;2;0;2018-03-28;28;3;2018
20234;INN20235;1;0;0;1;Not Selected;0;Room_Type 1;183;Online;0;0;0;98.1;0;1;2018-10-11;11;10;2018
20235;INN20236;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;Offline;0;0;0;101.5;0;0;2017-09-18;18;9;2017
20236;INN20237;2;0;1;3;Meal Plan 1;0;Room_Type 1;147;Online;0;0;0;55.96;0;0;2017-08-10;10;8;2017
20237;INN20238;1;0;0;1;Meal Plan 1;0;Room_Type 1;13;Corporate;0;0;0;65.0;0;0;2018-11-29;29;11;2018
20238;INN20239;2;0;2;2;Meal Plan 1;0;Room_Type 1;11;Offline;0;0;0;66.0;0;0;2018-01-23;23;1;2018
20239;INN20240;2;0;0;1;Meal Plan 1;0;Room_Type 1;92;Offline;0;0;0;90.0;0;0;2018-11-11;11;11;2018
20240;INN20241;2;0;1;0;Not Selected;0;Room_Type 1;2;Online;0;0;0;79.0;1;0;2018-06-13;13;6;2018
20241;INN20242;2;0;1;2;Meal Plan 2;0;Room_Type 1;224;Offline;0;0;0;102.25;0;1;2018-08-08;8;8;2018
20242;INN20243;2;0;0;3;Meal Plan 1;0;Room_Type 1;23;Online;0;0;0;108.67;1;0;2018-12-08;8;12;2018
20243;INN20244;1;0;2;5;Meal Plan 1;0;Room_Type 1;0;Corporate;0;0;0;95.67;1;0;2017-11-20;20;11;2017
20244;INN20245;2;0;0;3;Meal Plan 1;0;Room_Type 1;259;Offline;0;0;0;90.0;0;1;2018-05-05;5;5;2018
20245;INN20246;1;0;0;2;Meal Plan 1;0;Room_Type 4;7;Offline;0;0;0;56.0;0;0;2018-03-02;2;3;2018
20246;INN20247;2;0;1;0;Not Selected;0;Room_Type 1;48;Online;0;0;0;80.1;0;0;2018-03-28;28;3;2018
20247;INN20248;1;0;1;0;Not Selected;0;Room_Type 1;0;Online;0;0;0;74.14;0;0;2018-05-16;16;5;2018
20248;INN20249;2;0;2;3;Meal Plan 1;0;Room_Type 1;148;Online;0;0;0;99.45;0;0;2018-05-06;6;5;2018
20249;INN20250;2;0;0;4;Meal Plan 1;0;Room_Type 4;4;Online;0;0;0;128.01;1;0;2018-10-12;12;10;2018
20250;INN20251;2;0;1;1;Meal Plan 1;0;Room_Type 1;2;Online;0;0;0;91.0;2;0;2018-06-13;13;6;2018
20251;INN20252;1;0;0;3;Meal Plan 1;0;Room_Type 1;162;Offline;0;0;0;60.0;0;0;2017-09-17;17;9;2017
20252;INN20253;1;0;1;2;Meal Plan 1;0;Room_Type 1;20;Corporate;0;0;0;79.0;0;0;2018-01-04;4;1;2018
20253;INN20254;2;0;1;3;Meal Plan 1;0;Room_Type 4;61;Online;0;0;0;102.0;0;0;2018-03-21;21;3;2018
20254;INN20255;1;0;2;3;Meal Plan 1;0;Room_Type 1;25;Online;0;0;0;104.2;1;0;2018-04-10;10;4;2018
20255;INN20256;2;0;1;2;Meal Plan 1;0;Room_Type 1;193;Offline;0;0;0;120.0;0;1;2018-06-20;20;6;2018
20256;INN20257;2;0;0;2;Meal Plan 1;0;Room_Type 1;32;Online;0;0;0;81.9;0;0;2018-03-17;17;3;2018
20257;INN20258;1;0;0;2;Meal Plan 1;0;Room_Type 1;22;Corporate;0;0;0;65.0;0;0;2017-08-26;26;8;2017
20258;INN20259;1;0;2;3;Meal Plan 1;0;Room_Type 1;90;Online;0;0;0;74.95;0;0;2018-03-06;6;3;2018
20259;INN20260;1;0;1;1;Meal Plan 1;0;Room_Type 1;32;Corporate;1;1;10;65.0;1;0;2018-07-04;4;7;2018
20260;INN20261;2;0;1;3;Meal Plan 1;0;Room_Type 1;287;Online;0;0;0;100.3;0;1;2018-09-29;29;9;2018
20261;INN20262;2;0;2;5;Not Selected;0;Room_Type 1;61;Online;0;0;0;95.66;1;0;2018-09-01;1;9;2018
20262;INN20263;2;0;0;4;Meal Plan 1;0;Room_Type 1;296;Offline;0;0;0;85.0;0;1;2018-09-21;21;9;2018
20263;INN20264;2;0;0;1;Meal Plan 1;0;Room_Type 1;45;Online;0;0;0;107.1;2;0;2018-10-20;20;10;2018
20264;INN20265;2;0;1;0;Meal Plan 1;0;Room_Type 4;6;Online;0;0;0;108.0;1;0;2018-02-21;21;2;2018
